Name,Worth,Age,Country,Self_Made,dropped_out,bachelors_degree,masters_degree,MBA,phd_or_professional_degree,other_degrees,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector,Gender,detail1,detail2,number_of_degress,presence_on_list,Continent/Region
Coucke Marc,1.3,51,Belgium,Y,N,Y,N,Y,N,NA,2015,2,1,0,0,Health care,,"pharmaceuticals, Self Made","Bachelor of Arts / Science, University of Ghent; Master of Business Administration, Vlerick Business School",2,67%,Europe
Cui Zhixiang,1.05,50,China,Y,,,,,,,2013,1,1,0,0,Metals and Mining,,"copper processing, Self Made",NA,NA,20%,Asia
Curt Engelhorn,6.4,89,Germany,N,N,Y,N,N,N,NA,2007,10,1,0,0,Technology-Medical,male,pharmaceuticals,"Bachelor of Arts / Science, The University of Texas at Austin",1,91%,Europe
Dai Deming,1.1,NA,China,Y,,,,,,,2015,1,1,0,0,Logistics,,"auto distribution, Self Made",NA,NA,33%,Asia
Dan Duncan,8.2,77,United States,N,N,N,N,N,N,Y,2007,4,1,0,0,Energy,,energy,Massey Business College,1,36%,North America
"Daniel Harrison, III.",1.1,66,United States,N,,,,,,,2013,2,1,0,0,Energy,male,oil and gas,NA,NA,40%,North America
Daniel Hirschfeld,1.1,74,United States,N,,,,,,,2014,3,1,0,0,Fashion and Retail,male,apparel retailer,NA,NA,75%,North America
Daniel Servitje Montull,3.5,51,Mexico,N,N,N,N,Y,N,NA,2011,1,1,0,0,Food and Beverages,male,bakeries,"Master of Business Administration, Stanford Graduate School of Business",1,14%,South America
Danny Tan Chee Sing,1.15,59,Malaysia,Y,N,N,N,N,N,N,2014,2,1,0,0,Real Estate,male,"property, Self Made",High School,1,50%,Asia
David Azrieli,2.1,91,Canada,Y,N,Y,Y,N,N,NA,2008,7,1,0,0,Real Estate,male,"shopping malls, Self Made","Bachelor of Arts / Science, Technion-Israel Institute of Technology; Master of Science, U of Carleton, Ottawa",2,70%,North America
David Chow,1.8,64,Macau,Y,,,,,,,2014,1,1,0,0,Real Estate,male,"casinos, Self Made",NA,NA,25%,Asia
David Davidovich,1,48,Russia,Y,N,Y,N,N,N,NA,2007,3,2,1,2,Food and Beverages,male,"food, metals, Self Made","Bachelor of Arts / Science, All-Union Polytechnical Institute",1,27%,Europe
David Hearst Jr,2,66,United States,N,,,,,,,2007,6,1,0,0,Media,male,Hearst Corp,NA,NA,55%,North America
David Penaloza Sandoval,2.1,67,Mexico,Y,N,Y,N,N,N,NA,2014,1,1,0,0,Construction and Engineering,male,"construction, Self Made","Bachelor of Arts / Science, Universidad Nacional Autonoma de Mexico",1,25%,South America
David Rich,1.5,64,United States,N,N,Y,N,N,N,NA,2008,2,1,0,0,Food and Beverages,male,Rich Foods,"Bradley U, Bachelor of Arts / Science",1,20%,North America
David Ross,1.4,42,United Kingdom,N,,,,,,,2008,1,1,0,0,Media,male,NA,NA,NA,10%,Europe
David Sainsbury,2.2,74,United Kingdom,N,N,Y,N,Y,N,NA,2007,9,1,0,0,Retail,male,retail,"Bachelor of Arts / Science, University of Cambridge; Master of Business Administration, Columbia Business School",2,82%,Europe
David William Grainger,1,85,United States,N,,,,,,,2013,1,1,0,0,Retail,male,retail,NA,NA,20%,North America
David Yakobashvili,1.2,57,Russia,Y,,,,,,,2014,1,1,0,0,Energy,male,"oil, real estate, Self Made",NA,NA,25%,Europe
Dean White,1.4,92,United States,N,N,Y,N,N,N,NA,2007,10,1,0,0,Real Estate,male,"billboards, hotels","Bachelor of Arts / Science, United States Merchant Marine Academy",1,91%,North America
Dennis Albaugh,1.2,59,United States,Y,N,N,N,N,N,Y,2007,3,1,0,0,Agriculture,male,"self made, Agriculture",Des Moines Area Community College,1,27%,North America
Desmond Sacco,1.5,71,South Africa,N,N,Y,N,N,N,NA,2013,2,1,0,0,Metals and Mining,male,mining,"Bachelor of Arts / Science, University of the Witwatersrand",1,40%,Africa
Dieter Schaub,1.4,78,Germany,N,,,,,,,2016,1,1,0,0,Media,,media,NA,NA,50%,Europe
Dieter von Holtzbrinck,1.1,68,Germany,N,,,,,,,2007,4,1,0,0,Media,male,publishing,NA,NA,36%,Europe
Dilek Sabanci,1,48,Turkey,N,N,Y,N,N,N,NA,2013,1,1,0,0,Finance,,Haci Omer sabanci Holding,"Bachelor of Arts / Science, Reinhardt University; Bachelor of Arts / Science, Fisher College",2,20%,Middle East
Dinu Patriciu,2.5,61,Romania,Y,,,,,,,2008,5,1,0,0,Oil,,"oil, real estate, retail, Self Made",NA,NA,50%,Europe
Dirce Navarro De Camargo,11.5,NA,Brazil,N,,,,,,,2013,1,1,0,0,Construction and Engineering,,construction,NA,NA,20%,South America
Dmitry Korzhev,1,50,Russia,Y,N,Y,N,N,N,NA,2011,3,2,1,1,Retail,male,"retail, Self Made","Bachelor of Arts / Science, Leningrad Shipbuilding Institute",1,43%,Europe
Dmitry Mazepin,1.5,46,Russia,Y,N,Y,N,N,N,NA,2011,5,1,0,0,Manufacturing,male,"chemicals, Self Made","Bachelor of Arts / Science, Moscow Institute of International Relations",1,71%,Europe
Dmitry Troitsky,1,49,Russia,Y,N,Y,N,N,N,NA,2011,3,2,1,1,Retail,male,"retail, Self Made","Bachelor of Arts / Science, Leningrad Shipbuilding Institute",1,43%,Europe
Dmitry Zelenov,1.4,35,Russia,Y,N,N,N,N,N,Y,2008,1,1,0,0,Real Estate,male,"self made, Real Estate",Moscow State University,1,10%,Europe
Don Simplot,1.7,80,United States,N,,,,,,,2016,1,1,0,0,Metals and Mining,,fertilizer,NA,NA,50%,North America
Donald Gordon,2.2,77,South Africa,Y,,,,,,,2007,2,1,0,0,Investments,male,"self made, Insurance",NA,NA,18%,Africa
Donald Hall,1.6,86,United States,N,N,Y,N,N,N,NA,2007,7,3,2,1,Retail,male,Hallmark,"Bachelor of Arts / Science, Dartmouth College",1,64%,North America
Donald Marron,1,73,United States,Y,Y,N,N,N,N,NA,2008,1,1,0,0,Finance,male,"self made, Finance","Baruch College, Drop Out",0,10%,North America
Donald Schneider,1.3,75,United States,N,N,Y,N,Y,N,NA,2007,5,1,0,0,Logistics,male,trucking,"Bachelor of Arts / Science, St Norbert College; Master of Business Administration, University of Pennsylvania Wharton School",2,45%,North America
Donald Tyson,1,76,United States,N,Y,N,N,N,N,NA,2007,1,1,0,0,Food and Beverages,male,Food,"University of Arkansas, Drop Out",0,9%,North America
Donna MacMillan,3.3,79,United States,N,,,,,,,2012,1,1,0,0,Agriculture,,Cargill Inc.,NA,NA,17%,North America
Dorothea Steinbruch,1.8,NA,Brazil,N,,,,,,,2007,8,1,0,0,Manufacturing,female,steel,NA,NA,73%,South America
Douglas Fregin,1.4,49,Canada,Y,N,Y,N,N,N,NA,2008,2,2,1,1,Technology,,"Research in Motion, Self Made","Bachelor of Arts / Science, University of Waterloo",1,20%,North America
Douglas Hsu,1.5,72,Taiwan,N,N,N,Y,N,N,NA,2007,7,2,1,2,Diversified,male,diversified,"Master of Arts, Notre Dame University",1,64%,Asia
Du Shuanghua,1,45,China,Y,,,,,,,2009,2,1,0,0,Metals and Mining,male,"Steel, Self Made",NA,NA,22%,Asia
Dwight Opperman,1,85,United States,Y,N,N,N,N,Y,NA,2007,2,1,0,0,Media,male,"self made, publishing","Drake University, Doctor of Jurisprudence",1,18%,North America
Edgar Bronfman Sr,3.1,80,United States,N,N,Y,N,N,N,NA,2007,4,1,0,0,Food and Beverages,male,Seagram's liquor,"Bachelor of Arts / Science, McGill University",1,36%,North America
Edgar de Picciotto,1.65,86,Switzerland,Y,,,,,,,2014,3,1,0,0,Investments,male,"private banking, Self Made",NA,NA,75%,Europe
Edir Macedo,1.1,70,Brazil,Y,,,,,,,2013,3,1,0,0,Media,male,"broadcasting, Self Made",NA,NA,60%,South America
Edson de Godoy Bueno,2,72,Brazil,Y,N,N,N,N,Y,NA,2011,6,1,0,0,Real Estate,male,"hospitals, health care, Self Made","Medical Doctor, Universidade Federal do Rio de Janeiro",1,86%,South America
Eduard Shifrin,1.9,49,United Kingdom,N,N,Y,N,N,Y,NA,2007,4,1,0,0,Metals and Mining,male,steel,"Bachelor of Arts / Science, Moscow Institute of Steel and Alloys; Doctorate, Moscow Institute of Steel and Alloys",2,36%,Europe
Edward Linde,1.1,65,United States,Y,N,Y,N,Y,N,NA,2007,1,1,0,0,Real Estate,male,"self made, Real Estate","Massachusetts Institute of Technology, Bachelor of Arts / Science ;Harvard University, Master of Business Administration",2,9%,North America
Edward Watkins Jr,1,72,United States,N,,,,,,,2008,1,1,0,0,Technology,male,Security Systems,NA,NA,10%,North America
Edwin Soeryadjaya,1.6,66,Indonesia,N,N,Y,N,N,N,NA,2011,5,1,0,0,Metals and Mining,male,"coal, investments","Bachelor of Arts / Science, University of Southern California",1,71%,Asia
Eggon da Silva,1.3,85,Brazil,Y,,,,,,,2014,1,1,0,0,Manufacturing,male,"industrial machinery, Self Made",NA,NA,25%,South America
Eike Batista,6.6,56,Brazil,Y,Y,N,N,N,N,NA,2008,6,1,0,0,Metals and Mining,,"mining, oil, Self Made","Drop Out, RWTH Aachen University",0,60%,South America
Eitaro Itoyama,3.8,69,Japan,N,N,Y,N,N,N,NA,2007,6,1,0,0,Real Estate,male,Golf Courses,"Bachelor of Arts / Science, Nippon University",1,55%,Asia
Elaine Marshall,8,71,United States,N,,,,,,,2013,2,1,0,0,Diversified,female,diversified,NA,NA,40%,North America
Elie Horn,1.6,70,Brazil,Y,N,Y,N,N,N,NA,2007,7,2,1,1,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, Universidade Presbiteriana Mackenzie",1,64%,South America
Elisabeth Badinter,1.1,71,France,N,,,,,,,2012,4,1,0,0,Media,female,advertising,NA,NA,67%,Europe
Elizabeth Ann Hall Reid,1,85,United States,N,N,Y,N,N,N,NA,2008,1,1,0,0,Media,female,Hallmark,"University of Kansas, Bachelor of Arts / Science",1,10%,North America
Elizabeth Holmes,4.5,32,United States,Y,Y,N,N,N,N,NA,2015,2,1,0,0,Health care,female,"blood testing, Self Made","Drop Out, Stanford University",0,67%,North America
Els Blokker,1.4,66,Netherlands,N,,,,,,,2014,1,1,0,0,Retail,female,retail,NA,NA,25%,Europe
Emilio Botin,2.2,77,Spain,N,N,Y,N,N,N,NA,2007,6,1,0,0,Investments,male,banking,"Bachelor of Arts / Science, University of Duesto",1,55%,Europe
Enrique Banuelos,7.7,48,Spain,Y,,,,,,,2007,8,1,0,0,Real Estate,male,"real estate, Self Made",NA,NA,73%,Europe
Eric Sprott,1.1,67,Canada,Y,N,Y,N,N,N,NA,2012,1,1,0,0,Investments,male,"Asset management, Self Made","Bachelor of Arts / Science, Carleton University",1,17%,North America
Erika Pohl-Stroher,1.5,96,Germany,N,N,N,N,N,Y,NA,2014,3,1,0,0,Retail,female,hair products,"Doctorate, University College",1,75%,Europe
Ernest Gallo,1.3,97,United States,N,,,,,,,2007,1,1,0,0,Food and Beverages,male,"wine, liquor",NA,NA,9%,North America
Ernest Rady,2.2,70,United States,Y,N,N,N,N,Y,NA,2007,2,1,0,0,Investments,male,"self made, Finance","University of Manitoba, Doctor of Jurisprudence",1,18%,North America
Ernest Stempel,1.8,91,United States,Y,N,Y,N,N,Y,NA,2007,2,1,0,0,Health care,male,"self made, Insurance","Manhattan College, Bachelor of Arts / Science ;New York University, Doctor of Jurisprudence",2,18%,North America
Erol Sabanci,2.1,69,Turkey,N,,,,,,,2007,1,1,0,0,Diversified,male,Finance,NA,NA,9%,Middle East
Esther Koplowitz,5.6,59,Spain,N,,,,,,,2007,7,1,0,0,Construction and Engineering,female,construction,NA,NA,64%,Europe
Eugen Viehof,2.1,92,Germany,Y,,,,,,,2007,3,1,0,0,Retail,male,"self made, Retail",NA,NA,27%,Europe
Fahd Hariri,1.6,35,Lebanon,N,,,,,,,2007,10,1,0,0,Construction and Engineering,male,"construction, investments",NA,NA,91%,Middle East
Femi Otedola,1.2,53,Nigeria,Y,,,,,,,2009,3,2,1,5,Service,male,"gas stations, utilities, Self Made",NA,NA,33%,Africa
Forrest Mars,10.5,80,United States,N,N,Y,N,Y,N,NA,2007,10,1,0,0,Food and Beverages,male,candy,"Bachelor of Arts / Science, Yale University; Diploma, The Hotchkiss School; Master of Business Administration, Leonard N. Stern School of Business",3,91%,North America
Francesco Saverio Salini,1.4,78,Italy,N,,,,,,,2014,1,1,0,0,Construction and Engineering,male,construction,NA,NA,25%,Europe
Francisco Ivens de Sa Dias Branco,3.8,81,Brazil,Y,N,N,N,N,N,N,2012,5,1,0,0,Retail,male,"food production, Self Made","High School Graduate, High School",1,83%,South America
Francisco Jose Riberas Mera,2.5,49,Spain,N,,,,,,,2014,1,1,0,0,Manufacturing,male,steel,NA,NA,25%,Europe
Frank (Vasile) Timis,1.1,47,Romania,Y,,,,,,,2011,1,1,0,0,Metals and Mining,male,"mining, Self Made",NA,NA,14%,Europe
Frank Batten Sr,1.5,82,United States,N,N,Y,N,Y,N,NA,2007,3,1,0,0,Media,male,Media,"University of Virginia, Bachelor of Arts / Science;Harvard University, Master of Business Administration",2,27%,North America
Frank Hasenfratz,1,80,Canada,Y,,,,,,,2015,1,1,0,0,Automotive,male,"auto parts, Self Made",NA,NA,33%,North America
Frederik GH Meijer,2,89,United States,N,,,,,,,2008,4,1,0,0,Retail,,supermarkets,NA,NA,40%,North America
Fukuzo Iwasaki,2.1,83,Japan,N,N,Y,N,N,N,NA,2007,2,1,0,0,Real Estate,male,Real Estate,"Rikkyo University, Bachelor of Arts / Science",1,18%,Asia
G. M. Rao,5.2,62,India,Y,N,Y,N,N,N,NA,2008,6,1,0,0,Construction and Engineering,,"Infrastructure, Self Made","Bachelor of Arts / Science, Andhra University",1,60%,Asia
G.V. Krishna Reddy,1,73,India,Y,N,Y,N,N,N,NA,2010,1,1,0,0,Construction and Engineering,,"infrastructure, Self Made","Bachelor of Arts / Science, Osmania University",1,13%,Asia
G.V. Prasad,1.2,54,India,N,N,Y,N,N,N,NA,2015,1,1,0,0,Health care,male,pharmaceuticals,"Bachelor of Science in Engineering, Illinois Institute of Technology; Master, Purdue University",2,33%,Asia
Gerard Louis-Dreyfus,3.4,74,France,N,N,N,N,N,Y,NA,2007,1,1,0,0,Investments,male,commodities,"Duke University, Doctor of Jurisprudence",1,9%,Europe
Gabriel Panayotides,1.3,NA,Greece,Y,,,,,,,2008,1,1,0,0,Logistics,male,"self made, shipping",NA,NA,10%,Europe
Garibaldi Thohir,1.5,47,Indonesia,N,,,,,,,2011,3,1,0,0,Metals and Mining,,coal,NA,NA,43%,Asia
Gary Burrell,1.6,77,United States,Y,N,Y,Y,N,N,NA,2007,8,2,1,1,Technology,male,"navigation equipment, Self Made","Bachelor of Arts / Science, Wichita State University; Master of Science, Rensselaer Polytechnic Institute",2,73%,North America
Gary Wang,1,52,Taiwan,N,N,Y,N,N,N,NA,2007,1,1,0,0,Media,male,Media,"Tamsui Oxford College, Bachelor of Arts / Science",1,9%,Asia
Gary West,1.1,62,United States,Y,N,N,N,N,N,Y,2007,2,1,0,0,Media,male,"self made, West Corp",Dana College,1,18%,North America
Gautam Thapar,1.4,51,India,N,N,Y,N,N,N,NA,2008,4,2,1,1,Construction and Engineering,,"engineering, paper","Bachelor of Arts / Science, Pratt Institute",1,40%,Asia
Gay Simplot,1.7,71,United States,N,,,,,,,2016,1,1,0,0,Manufacturing,,fertilizer,NA,NA,50%,North America
Gayle Cook,3.4,80,United States,Y,N,Y,N,N,N,NA,2012,3,1,0,0,Technology-Medical,female,"medical devices, Self Made","Bachelor of Arts / Science, Indiana University",1,50%,North America
Gennady Kozovoy,1.3,59,Russia,Y,N,Y,N,N,N,NA,2011,1,1,0,0,Metals and Mining,,"coal, Self Made","Bachelor of Arts / Science, Irkutsk Polytechnic Institute",1,14%,Europe
George Economou,1.7,55,Greece,Y,N,Y,Y,N,N,NA,2008,1,1,0,0,Logistics,male,"self made, shipping","Massachusetts Institute of Technology, Bachelor of Arts / Science ;Massachusetts Institute of Technology, Master of Science",2,10%,Europe
George Hearst Jr,2,84,United States,N,,,,,,,2007,6,1,0,0,Media,male,Media,NA,NA,55%,North America
George Mitchell,2.6,93,United States,Y,N,Y,N,N,N,NA,2007,7,1,0,0,Energy,male,"oil & gas, Self Made","Bachelor of Arts / Science, Texas A&M University",1,64%,North America
George Steinbrenner III,1.3,79,United States,Y,N,Y,N,N,N,NA,2008,3,1,0,0,Sports,male,"self made, Sports","Williams C, Bachelor of Arts / Science",1,30%,North America
Georgy Krasnyansky,1,52,Russia,Y,N,N,N,N,N,Y,2008,1,1,0,0,Manufacturing,male,"self made, Cement",Moscow Institute of Mining,1,10%,Europe
Gerald Cavendish Grosvenor,11,64,United Kingdom,N,,,,,,,2007,10,1,0,0,Real Estate,male,real estate,NA,NA,91%,Europe
Gerald Harvey,1.2,73,Australia,Y,,,,,,,2007,5,3,2,1,Retail,male,"retail, Self Made",NA,NA,45%,Oceania
Gerd Brachmann,1,NA,Germany,Y,,,,,,,2008,1,1,0,0,Service,male,"self made, Service",NA,NA,10%,Europe
Gernot Langes-Swarovski,1.3,70,Austria,N,,,,,,,2014,1,1,0,0,Retail,male,cut crystal,NA,NA,25%,Europe
Giancarlo Franceso Civita,1.05,NA,Brazil,N,N,N,N,Y,N,N,2014,1,1,0,0,Media,male,media,"Master, Harvard Business School",1,25%,South America
Girish Tanti,1.3,38,India,Y,,,,,,,2008,1,1,0,0,Energy,male,"self made, Energy",NA,NA,10%,Asia
Gjert Wilhelmsen,1.3,90,Norway,N,,,,,,,2015,2,1,0,0,Automotive,,cruise ships,NA,NA,67%,Europe
Goh Peng Ooi,1.1,60,Malaysia,Y,,,,,,,2014,2,1,0,0,Software,male,"software, Self Made",NA,NA,50%,Asia
Gracias Saldanha,1.5,71,India,N,N,N,N,Y,N,NA,2008,1,1,0,0,Health care,male,Pharmaceuticals,"Master of Business Administration, Leonard N. Stern School of Business",1,10%,Asia
Graham Kirkham,1,69,United Kingdom,Y,,,,,,,2014,1,1,0,0,Retail,male,"furniture retail, Self Made",NA,NA,25%,Europe
Graham Weston,1.25,49,United States,Y,N,Y,N,N,N,NA,2013,1,1,0,0,Service,,"web hosting, Self Made","Bachelor of Arts / Science, Texas A&M University",1,20%,North America
Guilherme Paulus,1.1,63,Brazil,Y,,,,,,,2013,1,1,0,0,Service,,"tourism, Self Made",NA,NA,20%,South America
Guilherme Peirao Leal,1.5,64,Brazil,Y,N,Y,N,N,N,NA,2007,8,1,0,0,Retail,male,"cosmetics, Self Made","Bachelor of Arts / Science, Universidade de Sao Paulo",1,73%,South America
Guo Wengui,1.1,NA,China,Y,,,,,,,2015,1,1,0,0,Real Estate,,"real estate, Self Made",NA,NA,33%,Asia
GV Krishna Reddy,1.5,71,India,Y,N,Y,N,N,N,NA,2008,1,1,0,0,Construction and Engineering,,"infrastructure, Self Made","Bachelor of Arts / Science, Osmania University",1,10%,Asia
Hajime Satomi,1.5,72,Japan,Y,,,,,,,2007,4,3,2,3,Retail,male,"video games, pachinko, Self Made",NA,NA,36%,Asia
Han Junliang,1.4,46,China,N,,,,,,,2011,1,1,0,0,,,NA,NA,NA,14%,Asia
Hans Riegel,1.5,89,Germany,N,N,Y,N,N,N,NA,2007,7,1,0,0,Food and Beverages,,candy,"Bachelor of Arts / Science, University of Bonn",1,64%,Europe
Hans Strothoff,2.8,65,Germany,Y,,,,,,,2016,1,1,0,0,Retail,,"kitchen, plumbing retailer, Self Made",NA,NA,50%,Europe
Hanzade Dogan Boyner,1,36,Turkey,N,N,N,N,Y,N,NA,2008,1,1,0,0,Media,female,Media,"London School of Economics; Columbia University, Master of Business Administration",2,10%,Middle East
Harold Simmons,4,81,United States,Y,N,Y,Y,N,N,NA,2007,7,1,0,0,Investments,male,"investments, Self Made","Bachelor of Arts / Science, The University of Texas at Austin; Master of Science, The University of Texas at Austin",2,64%,North America
Hasan Colakoglu,1,52,Turkey,N,,,,,,,2007,2,1,0,0,Diversified,male,Diversified,NA,NA,18%,Middle East
Hasib Sabbagh,1,88,Lebanon,Y,N,Y,N,N,N,NA,2008,1,1,0,0,Construction and Engineering,male,"self made, construction","American University Beirut Lebanon, Bachelor of Arts / Science",1,10%,Middle East
Hawken Xiu Li,2.4,49,United Kingdom,Y,,,,,,,2010,3,1,0,0,Real Estate,female,"real estate, Self Made",NA,NA,38%,Europe
He Jinming,1.2,58,China,Y,,,,,,,2010,2,1,0,0,Retail,,"retail, Self Made",NA,NA,25%,Asia
He Xuechu,1.5,48,Hong Kong,N,,,,,,,2011,1,1,0,0,,,NA,NA,NA,14%,Asia
He Zhusheng,1.1,62,China,N,,,,,,,2010,1,1,0,0,,,NA,NA,NA,13%,Asia
Heinz-Georg Baus,3.4,82,Germany,Y,,,,,,,2013,4,1,0,0,Retail,male,"home improvement stores, Self Made",NA,NA,80%,Europe
Heinz-Horst Deichmann,2.6,87,Germany,N,,,,,,,2007,8,1,0,0,Retail,male,shoes,NA,NA,73%,Europe
Heinz Bauer,2.6,71,Germany,N,N,Y,N,N,N,NA,2007,5,1,0,0,Media,,publishing,"Bachelor of Arts / Science, University of Hamburg",1,45%,Europe
Helen Walton,16.4,87,United States,N,N,Y,N,N,N,NA,2007,1,1,0,0,Retail,female,Walmart,"University of Oklahoma, Bachelor of Arts / Science",1,9%,North America
Henrique Constantino,1.1,35,Brazil,N,N,Y,N,Y,N,NA,2007,1,1,0,0,Automotive,male,GOL airlines,"Bachelor of Arts / Science ;Fundacao Getulio Vargas, Master of Business Administration",2,9%,South America
Henry Ross Perot Jr,1.5,53,United States,N,N,Y,N,N,N,NA,2009,5,1,0,0,Real Estate,male,real estate,"Bachelor of Arts / Science, Vanderbilt University",1,56%,North America
Henry Ross Perot Sr,4.5,81,United States,Y,N,Y,N,N,N,NA,2009,5,1,0,0,Software,male,"computer services, real estate, Self Made","Bachelor of Arts / Science, United States Naval Academy",1,56%,North America
Herbert Louis,2.9,86,United States,N,,,,,,,2014,2,1,0,0,Retail,male,cleaning products,NA,NA,50%,North America
Herbert Siegel,1.4,79,United States,Y,,,,,,,2007,2,1,0,0,Media,male,"self made, TV",NA,NA,18%,North America
Hermann Schnabel,2.4,89,Germany,N,,,,,,,2007,4,1,0,0,Manufacturing,,chemicals,NA,NA,36%,Europe
Hind Hariri,1.1,24,Lebanon,N,,,,,,,2008,1,1,0,0,Diversified,female,Diversified,NA,NA,10%,Middle East
Hiroko Takei,4.3,NA,Japan,N,,,,,,,2007,1,1,0,0,Service,,consumer loans,NA,NA,9%,Asia
Hiroshi Yamauchi,3.9,85,Japan,N,Y,N,N,N,N,NA,2007,7,1,0,0,Gaming,male,Nintendo,"Drop Out, Waseda University",0,64%,Asia
Hong Xiaobo,1.3,43,China,Y,,,,,,,2015,1,1,0,0,Software,,"e-commerce, Self Made",NA,NA,33%,Asia
Hope Hill van Beuren,1.3,76,United States,N,,,,,,,2007,5,1,0,0,Retail,female,Campbell Soup,NA,NA,45%,North America
Horacio da Silva Roque,1.4,63,Portugal,Y,,,,,,,2008,1,1,0,0,Finance,male,"self made, banking",NA,NA,10%,Europe
Hua Bangsong,1.2,NA,China,Y,,,,,,,2013,1,1,0,0,Construction and Engineering,,"construction, Self Made",NA,NA,20%,Asia
Hua Xuande,1.1,72,China,Y,,,,,,,2016,1,1,0,0,Health care,,"Pharmaceuticals, Self Made",NA,NA,50%,Asia
Huang Maoru,1.4,47,Belize,Y,,,,,,,2008,5,2,1,1,Retail,,"retail, Self Made",NA,NA,50%,North America
Huang Shaowu,1.6,43,China,Y,,,,,,,2011,3,2,1,1,Retail,male,"mobile phone retailing, Self Made",NA,NA,43%,Asia
Huang Wenzai,1,56,China,Y,,,,,,,2010,1,1,0,0,Real Estate,male,"self made, Real Estate",NA,NA,13%,Asia
Huang Zelan,1.7,57,China,Y,,,,,,,2011,3,1,0,0,Metals and Mining,,"metals, Self Made",NA,NA,43%,Asia
Hubert Palfinger,1.05,72,Austria,N,,,,,,,2014,1,1,0,0,Manufacturing,male,hydraulic lift machinery,NA,NA,25%,Europe
Hugo Ribeiro,1,NA,Brazil,N,,,,,,,2015,1,1,0,0,Agriculture,,agribusiness,NA,NA,33%,South America
Huh Chang-Soo,1.2,59,South Korea,N,N,Y,N,Y,N,NA,2008,1,1,0,0,Diversified,male,Diversified,"Korea University, Bachelor of Arts / Science ;St Louis University, Master of Business Administration",2,10%,Asia
Ian M Cumming,1.3,67,United States,Y,,,,,,,2008,1,1,0,0,Finance,male,"self made, banking",NA,NA,10%,North America
Igor Kim,1,42,Russia,Y,N,Y,N,N,N,NA,2008,1,1,0,0,Finance,male,"self made, banking","Novosibirsk State University, Bachelor of Arts / Science",1,10%,Europe
